英文文件,英文题号,英文题干,状态,中文来源文件,中文来源题号,中文来源题干,备注
英文版第三章.docx,90,90.Which requirement is included in the Fourth European Union Directive on money laundering?,已一致,第三章.docx,50,50.欧洲联盟关于洗钱问题的第四项指令包含了哪些要求?,解析内容已与中文版一致
英文版第三章.docx,91,91.A large FI is considering expanding business to an area of the world with weak AML laws. The risk-based assessment indicates that the location will increase the FI's risk appetite beyond the stated acceptable amount. Which risk factors should be used to identify the priority of the FI?,已一致,第三章.docx,51,51.一家大型金融机构正在考虑将业务扩展到世界上反洗钱法律薄弱的地区。基于风险的评估表明，该地点将使该金融机构的风险承受力超过规定的可接受的数额。应使用哪些风险因素来确定该金融机构的优先权?,解析内容已与中文版一致
英文版第三章.docx,92,92.Which regulation requires participants in the art market of EU member States to register with the regulatory authorities and enforce the risk-based law against the threat of money laundering and terrorist financing?,已一致,第三章.docx,152,152.哪项法规要求欧盟成员国艺术品市场参与者，向监管机关注册立案，对于洗钱与资助恐怖活动之威胁，执行风险基础法?,解析内容已与中文版一致
英文版第三章.docx,93,"93.(多选题)According to the 5th EU Money Laundering Directive, member states require entities to apply enhanced customer due diligence measures with respect to business relationships or transactions involving high-risk third country nationals.Which are included in these requirements? (Choose three.)",已一致,第三章.docx,52,52.(多选题)根据欧盟反洗钱5号指令，成员国要求实体对涉及高风险第三国国民的业务关系或交易实施增强客户尽职调查措施。这些要求包括哪些内容?（选择三个）,解析内容已与中文版一致
英文版第三章.docx,94,94.(多选题)Which are the requirements of the Fifth AML Directive of the European Union (EU)? (Choose two.),已一致,第三章.docx,54,54.(多选题)哪些是欧洲联盟（欧盟）第五个反洗钱指令的要求? (选择两个),解析内容已与中文版一致
英文版第三章.docx,95,95.Which statement best describes a key aspect of the AML Directive of the EU regarding business relationships and transactions with high-risk third countries?,已一致,第三章.docx,53,53.哪项声明最能描述欧盟反洗钱指令中关于与高风险第三国的业务关系和交易的关键方面?,解析内容已与中文版一致
英文版第三章.docx,96,96.(多选题)The EU's 6th Anti-Money Laundering Directive （6AMLD）:,已一致,第三章.docx,153,153.(多选题)欧盟第六次反洗钱指令（6ALD）包含以下哪项内容?,解析内容已与中文版一致
英文版第三章.docx,97,"97.In the international cooperation against money laundering, ""reciprocal right"" refers to:",已一致,第三章.docx,154,"154.在打击洗钱犯罪的国际合作中，""互惠权""是指:",解析内容已与中文版一致
英文版第三章.docx,98,98.What is the main feature of the FATF regional style institutions in combating money laundering/terrorist financing?,已一致,第三章.docx,187,187.哪个是金融行动特别工作组（FATF）区域风格机构在打击洗钱/恐怖主义融资方面的一个主要特点?,解析内容已与中文版一致
英文版第三章.docx,99,99.(多选题)How does the Asian/Pacific Financial Action Task Force (FATF)-Style Regional Body help its members implement recommendations from the FATF? (Choose two.),已一致,第三章.docx,188,188.(多选题)亚太金融行动特别工作组（FATF）式的区域机构如何帮助其成员实施FATF的建议?选择两个。,解析内容已与中文版一致
英文版第三章.docx,100,100.Which is a key role of FATF-Style Regional Bodies (FSRBs)?,已一致,第三章.docx,189,189.类金融行动工作组（FATF）的区域性组织（FSRB）的关键作用是什么?,解析内容已与中文版一致
英文版第三章.docx,101,101.How does the Financial Action Task Force (FATF) measure the effectiveness of a country in combating money laundering and terrorist financing?,已一致,第三章.docx,190,190.金融行动特别工作组（FATF）如何衡量一个国家在打击洗钱和资助恐怖主义方面的成效?,解析内容已与中文版一致
英文版第三章.docx,102,102.(多选题)Which are primary purposes of Financial Action Task Force (FATF)-Style Regional Bodies? (Choose two.),已一致,第三章.docx,191,191.(多选题)哪些是金融行动特别工作组（FATF）式的区域机构的主要目的?(选择两个）,解析内容已与中文版一致
英文版第三章.docx,103,103.Which is a goal of Financial Action Task Force Regional- Style Bodies?,已一致,第三章.docx,192,192.哪个是金融行动特别工作组区域型机构的目标?,解析内容已与中文版一致
英文版第三章.docx,104,"104.(多选题)Which statements relate to the mandate, roles, and responsibilities of the Financial Action Task Force (FATF) and the FATF-Style Regional Bodies (FSRBs)? (Choose two.)",已一致,第三章.docx,193,193.(多选题)哪些陈述与金融行动特别工作组（FATF）和金融行动特别工作组类区域性组织（FSRB）的任务、作用和责任有关?(选择两个）,解析内容已与中文版一致
英文版第三章.docx,105,105.(多选题)Which principles should be included in a FATF-Style Regional Body (FSRB) update? (Choose two.),已一致,第三章.docx,194,194.(多选题)在FATF的区域性组织（FSRB）更新应包括哪些原则?（选择两个）,解析内容已与中文版一致
英文版第三章.docx,106,106.Which response represents the high-level principles of the FATF-style Regional Bodies (FSRBs)?,已一致,第三章.docx,195,195.哪个回应代表了类FATF区域性组织（FSRB）的高级别原则?,解析内容已与中文版一致
